,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,selling_price_scaled
3926,Hyundai Accent CRDi,2006,120000,90000,Diesel,Individual,Manual,Second Owner,13.1,1493.0,82.0,5.0,11.695255355062795
3927,Hyundai Accent DLS,2003,108000,200000,Diesel,Individual,Manual,Second Owner,13.1,1493.0,82.0,5.0,11.58989576532275
3928,Hyundai Accent CRDi,2005,130000,79000,Diesel,Individual,Manual,Second Owner,13.1,1493.0,82.0,5.0,11.775297421715827
3929,Hyundai Accent CRDi,2005,200000,200000,Diesel,Individual,Manual,Second Owner,13.1,1493.0,82.0,5.0,12.206077645517674
3930,Hyundai Accent VIVA CRDi,2003,145000,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.1,1493.0,82.0,5.0,11.884495917930655
3932,Mahindra KUV 100 mFALCON G80 K8 5str,2016,400000,40000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,5.0,12.899222326086994
3933,Mahindra KUV 100 mFALCON G80 K8,2016,450000,15000,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,6.0,13.017005083966255
3934,Mahindra KUV 100 G80 K6 Plus,2018,535000,21000,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,6.0,13.190023895035274
3935,Mahindra KUV 100 G80 K2,2018,340000,51492,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,12.73670383776449
3936,Mahindra KUV 100 mFALCON G80 K2,2016,300000,40000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,12.611541086966115
3937,Mahindra KUV 100 mFALCON G80 K2,2016,327000,20000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,12.69771850797869
3938,Mahindra KUV 100 G80 K8,2018,650000,6000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,13.384729180332174
3939,Mahindra KUV 100 mFALCON G80 K8,2016,426000,110000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,12.962196972666593
3940,Mahindra KUV 100 mFALCON G80 K4,2017,360000,29000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,12.793862088206213
3941,Mahindra KUV 100 G80 K4 Plus,2018,450000,20000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,13.017005083966255
3942,Mahindra KUV 100 G80 K8 Dual Tone,2018,550000,10500,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,13.217675375388819
3943,Mahindra KUV 100 mFALCON G80 K8 5str,2016,400000,100000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,5.0,12.899222326086994
3944,Mahindra KUV 100 mFALCON G80 K8 5str AW,2017,530000,59000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,5.0,13.180634172318978
3945,Mahindra KUV 100 G80 K8 Dual Tone,2018,500000,60000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,13.122365377402328
3946,Mahindra KUV 100 G80 K2,2019,400000,25000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,12.899222326086994
3947,Mahindra KUV 100 mFALCON G80 K8 Dual Tone,2017,430000,20000,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,6.0,12.971542813248437
3948,Mahindra KUV 100 mFALCON G80 K6 AW,2017,325000,5000,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,6.0,12.691583538230217
3949,Mahindra KUV 100 mFALCON G80 K2,2017,400000,32000,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,6.0,12.899222326086994
3950,Mahindra KUV 100 G80 K4 Plus 5Str,2018,445000,19700,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,5.0,13.005831808336863
3951,Mahindra KUV 100 mFALCON G80 K6 AW,2016,400000,14000,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,6.0,12.899222326086994
3952,Mahindra KUV 100 G80 K2,2018,400000,15000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,12.899222326086994
3954,Mahindra KUV 100 mFALCON G80 K4 Plus 5str,2016,350000,100000,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,5.0,12.765691290604371
3955,Hyundai Xcent 1.2 Kappa SX Option AT,2016,565000,72000,Petrol,Dealer,Automatic,First Owner,19.1,1197.0,82.0,5.0,13.244582780038517
3956,Hyundai Xcent 1.2 Kappa S,2016,386000,44000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,82.0,5.0,12.863595239117187
3957,Hyundai Xcent 1.2 Kappa Base,2016,350000,80000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,82.0,5.0,12.765691290604371
3958,Hyundai Xcent 1.2 Kappa SX,2017,520000,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5.0,13.161586013632684
3959,Hyundai Xcent 1.2 Kappa SX Option,2017,610000,14000,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5.0,13.321215875492413
3960,Hyundai Xcent 1.2 Kappa SX Option,2014,426999,80000,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5.0,12.96453929221076
3961,Hyundai Xcent 1.2 Kappa S,2015,380000,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5.0,12.847929163278053
3962,Hyundai Xcent 1.2 Kappa S,2014,355000,121000,Petrol,Dealer,Manual,First Owner,19.1,1197.0,82.0,5.0,12.779875885354993
3963,Hyundai Xcent 1.2 Kappa SX Option,2015,450000,20000,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5.0,13.017005083966255
3965,Hyundai Xcent 1.2 Kappa SX Option,2017,525000,29029,Petrol,Dealer,Manual,First Owner,19.1,1197.0,82.0,5.0,13.171155446333852
3966,Hyundai Xcent 1.2 Kappa Base,2015,375000,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5.0,12.834683971615659
3967,Hyundai Xcent 1.2 Kappa S,2014,480000,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5.0,13.081543466215237
3968,Hyundai Grand i10 Magna,2015,425000,70000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,12.959846800844963
3969,Hyundai Grand i10 Sportz,2014,400000,60000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,12.899222326086994
3970,Hyundai Grand i10 AT Asta,2015,465000,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,5.0,13.049794835104816
3971,Hyundai Grand i10 Sportz,2017,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,13.017005083966255
3973,Hyundai Grand i10 Asta,2015,434999,40000,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82.0,5.0,12.983101310070822
3974,Hyundai Grand i10 AT Asta,2015,400000,40000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,82.0,5.0,12.899222326086994
3975,Hyundai Grand i10 Sportz,2017,500000,20000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,13.122365377402328
3977,Hyundai Grand i10 Magna,2017,445000,25000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,13.005831808336863
3978,Hyundai Grand i10 Sportz,2017,509999,25000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,13.142166004700508
3979,Hyundai Grand i10 Magna,2016,400000,80000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,12.899222326086994
3980,Hyundai Grand i10 Sportz,2016,400000,30000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,12.899222326086994
3981,Hyundai Grand i10 Sportz Celebration Edition,2016,480000,70000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,13.081543466215237
3983,Hyundai Grand i10 Sportz,2016,490000,26000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,13.102162710901053
3984,Hyundai Grand i10 Sportz,2016,330000,70000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1197.0,82.0,5.0,12.706850963741102
3985,Hyundai Grand i10 Sportz,2017,459999,70000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,13.038981768465277
3986,Hyundai Grand i10 Magna,2016,350000,65300,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,12.765691290604371
3987,Hyundai Grand i10 Magna,2014,380000,50000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,12.847929163278053
3988,Hyundai Grand i10 Sportz,2015,411000,25000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,12.926350926565435
3989,Hyundai Grand i10 Sportz,2015,511000,30000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,13.144126826131089
3990,Hyundai Grand i10 Asta Option,2016,450000,40000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,13.017005083966255
3991,Hyundai Grand i10 Magna,2016,400000,80000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,12.899222326086994
3992,Hyundai Grand i10 Sportz,2014,400000,90000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,12.899222326086994
3993,Hyundai Grand i10 Sportz,2015,486000,10000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,13.093965960493682
3994,Hyundai Grand i10 Sportz,2016,470000,13500,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,13.060490101343552
3995,Hyundai Grand i10 Magna,2014,370000,60000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,12.821260987319457
3996,Hyundai Grand i10 Magna AT,2019,625000,4337,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,5.0,13.345508528717259
3997,Hyundai Grand i10 Asta Option,2017,550000,20000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,13.217675375388819
3998,Hyundai Grand i10 Magna,2014,378000,80000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,12.84265212010087
3999,Hyundai Grand i10 Sportz,2016,500000,50000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,13.122365377402328
4000,Hyundai Grand i10 Magna,2016,420000,30000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,12.948012371209098
4001,Hyundai Grand i10 Sportz,2015,400000,128000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,12.899222326086994
4002,Hyundai Grand i10 Asta,2014,400000,40000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,12.899222326086994
4003,Hyundai Grand i10 Sportz,2017,550000,23456,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82.0,5.0,13.217675375388819
4004,Hyundai Grand i10 AT Asta,2015,400000,70000,Petrol,Individual,Automatic,Second Owner,18.9,1197.0,82.0,5.0,12.899222326086994
4005,Hyundai Grand i10 Asta,2014,350000,80000,Petrol,Individual,Manual,Third Owner,18.9,1197.0,82.0,5.0,12.765691290604371
4006,Hyundai Grand i10 Sportz,2014,400000,80000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,12.899222326086994
4008,Hyundai Grand i10 Asta,2015,484999,55380,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82.0,5.0,13.091904169919621
4010,Hyundai Grand i10 Asta Option,2017,550000,25000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,13.217675375388819
4011,Hyundai Grand i10 Magna,2016,470000,10000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,13.060490101343552
4012,Hyundai Grand i10 Sportz,2016,412000,25000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,12.928781055513184
4013,Hyundai Grand i10 Asta,2016,550000,70000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,13.217675375388819
4014,Hyundai Grand i10 Sportz,2016,370000,30000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,12.821260987319457
4015,Hyundai Grand i10 Sportz,2015,500000,40000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,13.122365377402328
4017,Hyundai Grand i10 Magna,2013,300000,75000,Petrol,Individual,Manual,Third Owner,18.9,1197.0,82.0,5.0,12.611541086966115
4018,Hyundai Grand i10 Sportz,2015,390000,15000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,12.873904582205107
4019,Hyundai Grand i10 Asta Option,2014,375000,60000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,12.834683971615659
4020,Hyundai Grand i10 Asta,2016,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,13.017005083966255
4021,Hyundai Grand i10 Magna,2016,500000,56000,Petrol,Individual,Manual,Third Owner,18.9,1197.0,82.0,5.0,13.122365377402328
4022,Hyundai Grand i10 Magna,2016,425000,30000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,12.959846800844963
4024,Hyundai Grand i10 Sportz,2015,350000,100000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,12.765691290604371
4025,Hyundai Grand i10 Asta,2014,455999,32000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,13.030248088496522
4026,Hyundai Grand i10 Sportz,2016,525000,45000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,13.171155446333852
4028,Hyundai Grand i10 Magna,2017,470000,50000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,13.060490101343552
4029,Hyundai Grand i10 Magna,2014,400000,20000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,12.899222326086994
4030,Hyundai Xcent 1.2 Kappa AT SX Option,2015,380000,50000,Petrol,Individual,Automatic,First Owner,16.9,1197.0,82.0,5.0,12.847929163278053
4031,Hyundai Xcent 1.2 Kappa AT SX Option,2016,525000,60000,Petrol,Individual,Automatic,First Owner,16.9,1197.0,82.0,5.0,13.171155446333852
4032,Hyundai Grand i10 Nios Sportz,2019,550000,4701,Petrol,Trustmark Dealer,Manual,First Owner,20.7,1197.0,81.86,5.0,13.217675375388819
4033,Hyundai Grand i10 Nios AMT Sportz,2020,675000,5000,Petrol,Individual,Automatic,First Owner,20.7,1197.0,81.86,5.0,13.42246945133505
4034,Hyundai Grand i10 Nios Sportz,2020,775000,2000,Petrol,Dealer,Manual,First Owner,20.7,1197.0,81.86,5.0,13.560619598657233
4035,Hyundai Xcent 1.2 VTVT E Plus,2017,440000,45000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,12.994532278619134
4036,Hyundai Xcent 1.2 VTVT SX,2020,524000,32000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,13.169248871698304
4037,Hyundai Xcent 1.2 VTVT S,2018,500000,60000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,13.122365377402328
4038,Hyundai Xcent 1.2 VTVT E Plus,2018,500000,10000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,13.122365377402328
4039,Hyundai Xcent 1.2 VTVT SX,2019,570000,15000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,13.25339339419516
4040,Hyundai Xcent 1.2 VTVT S,2017,600000,5000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,13.304686600863562
4041,Hyundai Xcent 1.2 VTVT S,2018,480000,40000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,13.081543466215237
4042,Hyundai Xcent 1.2 VTVT E,2019,525000,100000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,13.171155446333852
4043,Hyundai Xcent 1.2 VTVT S,2019,590000,90000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,13.28787951079572
4044,Hyundai Xcent 1.2 VTVT E,2020,360000,65000,Petrol,Individual,Manual,Second Owner,20.14,1197.0,81.86,5.0,12.793862088206213
4045,Hyundai Xcent 1.2 VTVT S,2019,509999,40000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,13.142166004700508
4047,Hyundai Xcent 1.2 VTVT E,2019,500000,60000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,13.122365377402328
4049,Hyundai Xcent 1.2 VTVT S,2017,509999,90000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,13.142166004700508
4050,Hyundai Xcent 1.2 VTVT S,2017,500000,25000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,13.122365377402328
4051,Hyundai Xcent 1.2 VTVT S,2019,550000,3000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,13.217675375388819
4052,Hyundai Xcent 1.2 VTVT SX Option,2018,640000,20000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,13.369225017834633
4053,Hyundai Xcent 1.2 Kappa S Option,2015,409999,93000,Petrol,Individual,Manual,First Owner,19.1,1197.0,81.86,5.0,12.92391243868049
4054,Hyundai Xcent 1.2 Kappa S Option,2014,450000,46000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,81.86,5.0,13.017005083966255
4055,Hyundai Xcent 1.2 Kappa S Option,2014,375000,52000,Petrol,Individual,Manual,First Owner,19.1,1197.0,81.86,5.0,12.834683971615659
4056,Hyundai Xcent 1.2 Kappa S Option,2014,500000,65000,Petrol,Individual,Manual,First Owner,19.1,1197.0,81.86,5.0,13.122365377402328
4057,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,580000,32000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,13.270785106659046
4058,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,500000,20000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,81.86,5.0,13.122365377402328
4059,Hyundai Grand i10 1.2 Kappa Magna AT,2018,580000,30000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,5.0,13.270785106659046
4060,Hyundai Grand i10 1.2 Kappa Magna AT,2018,531000,20000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,5.0,13.182519183461475
4061,Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,450000,30000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,13.017005083966255
4062,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,600000,20000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,13.304686600863562
4063,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,550000,15000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,13.217675375388819
4065,Hyundai Grand i10 1.2 Kappa Asta,2018,590000,10000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,13.28787951079572
4066,Hyundai Grand i10 1.2 Kappa Sportz AT,2017,550000,10000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,5.0,13.217675375388819
4067,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2019,585000,8000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,13.279368835614243
4068,Hyundai Grand i10 1.2 Kappa Sportz Option,2018,500000,40000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,13.122365377402328
4069,Hyundai Grand i10 1.2 Kappa Asta,2017,500000,27500,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,13.122365377402328
4070,Hyundai Grand i10 1.2 Kappa Sportz Option,2017,530000,50000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,13.180634172318978
4071,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2017,500000,20000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,13.122365377402328
4072,Hyundai Grand i10 Sportz,2020,330000,70000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,81.86,5.0,12.706850963741102
4073,Hyundai Grand i10 1.2 Kappa Sportz Option,2018,520000,6000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,13.161586013632684
4074,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,500000,120000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,13.122365377402328
4075,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,570000,13000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,13.25339339419516
4076,Hyundai Grand i10 1.2 Kappa Asta,2018,580000,25000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,13.270785106659046
4077,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,570000,20000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,13.25339339419516
4078,Hyundai Grand i10 1.2 Kappa Magna AT,2019,550000,28000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,5.0,13.217675375388819
4079,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,455000,34152,Petrol,Dealer,Manual,First Owner,18.9,1197.0,81.86,5.0,13.02805489573287
4080,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,570000,20000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,13.25339339419516
4081,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2019,640000,10000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,13.369225017834633
4082,Hyundai Grand i10 SportZ Edition,2015,360000,30000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,81.86,5.0,12.793862088206213
4083,Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,525000,10000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,13.171155446333852
4084,Hyundai Grand i10 1.2 Kappa Magna AT,2019,550000,15000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,5.0,13.217675375388819
4085,Hyundai Grand i10 1.2 Kappa Magna AT,2019,567000,7000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,5.0,13.248116346376765
4086,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,525000,30000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,13.171155446333852
4087,Hyundai Grand i10 1.2 Kappa Asta,2017,600000,5000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,13.304686600863562
4090,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,562000,5000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,13.239258908233676
4091,Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,470000,30000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,13.060490101343552
4092,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,600000,25000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,81.86,5.0,13.304686600863562
4093,Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,445000,27000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,13.005831808336863
4094,Hyundai Grand i10 AT Sportz,2014,374000,54043,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,81.86,5.0,12.832013750189885
4095,Hyundai Grand i10 1.2 Kappa Sportz AT,2018,650000,10000,Petrol,Individual,Automatic,Second Owner,18.9,1197.0,81.86,5.0,13.384729180332174
4096,Hyundai Grand i10 Magna,2015,400000,39414,Petrol,Dealer,Manual,First Owner,18.9,1197.0,81.86,5.0,12.899222326086994
4097,Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,540000,4000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,13.199326270390594
4098,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,450000,56000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,13.017005083966255
4099,Hyundai Grand i10 1.2 Kappa Magna AT,2017,525000,40000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,5.0,13.171155446333852
